subscription_id,customer_id,plan_id,plan_name,mrr,start_date,end_date,status,billing_period,created_at
4341,3654,1,Basic,9.99,2023-07-02,2024-03-28,churned,annual,2023-07-02 00:00:00
4342,745,3,Premium,49.99,2023-09-21,,active,monthly,2023-09-21 00:00:00
4343,4797,1,Basic,9.99,2023-01-29,,active,monthly,2023-01-29 00:00:00
4344,1326,1,Basic,9.99,2023-03-17,,active,monthly,2023-03-17 00:00:00
4345,2925,3,Premium,49.99,2023-10-18,,active,annual,2023-10-18 00:00:00
4346,3187,4,Enterprise,99.99,2023-01-18,,active,monthly,2023-01-18 00:00:00
4347,793,3,Premium,49.99,2023-11-11,,active,annual,2023-11-11 00:00:00
4348,589,3,Premium,49.99,2023-09-24,,active,annual,2023-09-24 00:00:00
4349,4757,4,Enterprise,99.99,2023-04-15,,active,monthly,2023-04-15 00:00:00
4350,3443,3,Premium,49.99,2024-01-05,,active,annual,2024-01-05 00:00:00
4351,259,2,Standard,19.99,2023-11-20,2024-06-17,churned,monthly,2023-11-20 00:00:00
4352,2678,1,Basic,9.99,2023-03-07,2023-07-05,churned,annual,2023-03-07 00:00:00
4353,1701,1,Basic,9.99,2023-09-24,,active,monthly,2023-09-24 00:00:00
4354,354,3,Premium,49.99,2023-12-01,,active,annual,2023-12-01 00:00:00
4355,1158,1,Basic,9.99,2023-01-31,2023-11-27,churned,annual,2023-01-31 00:00:00
4356,4245,2,Standard,19.99,2023-04-19,,active,annual,2023-04-19 00:00:00
4357,2718,1,Basic,9.99,2023-08-05,,active,annual,2023-08-05 00:00:00
4358,56,4,Enterprise,99.99,2023-12-06,,active,annual,2023-12-06 00:00:00
4359,3060,4,Enterprise,99.99,2023-05-05,,active,monthly,2023-05-05 00:00:00
4360,1054,2,Standard,19.99,2023-05-12,,active,monthly,2023-05-12 00:00:00
4361,2310,1,Basic,9.99,2023-06-27,2024-05-22,churned,annual,2023-06-27 00:00:00
4362,1361,1,Basic,9.99,2023-09-12,2024-05-09,churned,monthly,2023-09-12 00:00:00
4363,848,3,Premium,49.99,2023-10-04,2024-05-01,churned,monthly,2023-10-04 00:00:00
4364,4532,2,Standard,19.99,2023-09-14,2024-01-12,churned,monthly,2023-09-14 00:00:00
4365,3884,4,Enterprise,99.99,2023-10-02,,active,annual,2023-10-02 00:00:00
4366,1546,3,Premium,49.99,2023-07-04,,active,monthly,2023-07-04 00:00:00
4367,600,2,Standard,19.99,2023-03-20,,active,monthly,2023-03-20 00:00:00
4368,4973,4,Enterprise,99.99,2023-12-29,2024-06-26,churned,monthly,2023-12-29 00:00:00
4369,4375,3,Premium,49.99,2023-04-09,,active,annual,2023-04-09 00:00:00
4370,1883,3,Premium,49.99,2023-03-22,,active,monthly,2023-03-22 00:00:00
4371,1937,2,Standard,19.99,2023-11-12,,active,annual,2023-11-12 00:00:00
4372,819,1,Basic,9.99,2023-08-10,2024-01-07,churned,monthly,2023-08-10 00:00:00
4373,1858,2,Standard,19.99,2023-01-29,,active,monthly,2023-01-29 00:00:00
4374,387,4,Enterprise,99.99,2023-05-28,,active,monthly,2023-05-28 00:00:00
4375,4431,2,Standard,19.99,2023-04-06,2023-05-06,churned,monthly,2023-04-06 00:00:00
4376,2267,3,Premium,49.99,2024-01-12,2024-06-10,churned,annual,2024-01-12 00:00:00
4377,981,3,Premium,49.99,2023-10-17,,active,annual,2023-10-17 00:00:00
4378,1388,3,Premium,49.99,2023-03-23,,active,annual,2023-03-23 00:00:00
4379,4098,3,Premium,49.99,2023-10-14,,active,annual,2023-10-14 00:00:00
4380,2885,1,Basic,9.99,2023-06-12,2023-10-10,churned,monthly,2023-06-12 00:00:00
4381,3046,4,Enterprise,99.99,2023-09-23,,active,monthly,2023-09-23 00:00:00
4382,1627,4,Enterprise,99.99,2023-06-08,,active,monthly,2023-06-08 00:00:00
4383,1104,3,Premium,49.99,2023-02-28,,active,monthly,2023-02-28 00:00:00
4384,1803,1,Basic,9.99,2023-11-04,,active,annual,2023-11-04 00:00:00
4385,3224,3,Premium,49.99,2023-11-15,2024-07-12,churned,monthly,2023-11-15 00:00:00
4386,2842,1,Basic,9.99,2024-01-05,,active,monthly,2024-01-05 00:00:00
4387,3858,4,Enterprise,99.99,2023-03-04,2023-09-30,churned,annual,2023-03-04 00:00:00
4388,371,1,Basic,9.99,2023-11-26,,active,monthly,2023-11-26 00:00:00
4389,1083,2,Standard,19.99,2023-07-15,,active,monthly,2023-07-15 00:00:00
4390,1858,2,Standard,19.99,2023-01-28,,active,monthly,2023-01-28 00:00:00
4391,3943,3,Premium,49.99,2023-12-14,,active,annual,2023-12-14 00:00:00
4392,4437,4,Enterprise,99.99,2023-04-09,,active,monthly,2023-04-09 00:00:00
4393,1959,4,Enterprise,99.99,2023-02-20,,active,annual,2023-02-20 00:00:00
4394,2712,3,Premium,49.99,2023-07-20,,active,monthly,2023-07-20 00:00:00
4395,1084,4,Enterprise,99.99,2023-05-14,2023-10-11,churned,monthly,2023-05-14 00:00:00
4396,4036,2,Standard,19.99,2023-04-11,,active,annual,2023-04-11 00:00:00
4397,333,3,Premium,49.99,2023-08-24,,active,annual,2023-08-24 00:00:00
4398,1492,4,Enterprise,99.99,2024-01-25,,active,monthly,2024-01-25 00:00:00
4399,1909,2,Standard,19.99,2023-06-15,,active,monthly,2023-06-15 00:00:00
4400,4151,4,Enterprise,99.99,2024-01-02,,active,monthly,2024-01-02 00:00:00
4401,3156,4,Enterprise,99.99,2023-04-08,2023-08-06,churned,annual,2023-04-08 00:00:00
4402,4849,4,Enterprise,99.99,2023-06-26,,active,monthly,2023-06-26 00:00:00
4403,703,1,Basic,9.99,2023-09-22,,active,annual,2023-09-22 00:00:00
4404,2948,2,Standard,19.99,2023-07-02,,active,monthly,2023-07-02 00:00:00
4405,3278,3,Premium,49.99,2024-01-22,,active,monthly,2024-01-22 00:00:00
4406,1678,3,Premium,49.99,2023-07-04,,active,annual,2023-07-04 00:00:00
4407,2629,1,Basic,9.99,2023-04-23,,active,annual,2023-04-23 00:00:00
4408,3054,1,Basic,9.99,2023-10-13,,active,monthly,2023-10-13 00:00:00
4409,1547,4,Enterprise,99.99,2023-02-26,,active,annual,2023-02-26 00:00:00
4410,291,1,Basic,9.99,2023-10-26,2024-02-23,churned,annual,2023-10-26 00:00:00
4411,3425,3,Premium,49.99,2024-01-25,,active,monthly,2024-01-25 00:00:00
4412,3876,2,Standard,19.99,2023-07-12,,active,annual,2023-07-12 00:00:00
4413,4379,3,Premium,49.99,2023-12-24,,active,annual,2023-12-24 00:00:00
4414,4173,4,Enterprise,99.99,2023-10-17,2024-05-14,churned,monthly,2023-10-17 00:00:00
4415,1387,4,Enterprise,99.99,2024-01-19,,active,annual,2024-01-19 00:00:00
4416,1745,1,Basic,9.99,2023-06-09,,active,annual,2023-06-09 00:00:00
4417,1710,3,Premium,49.99,2023-03-15,,active,annual,2023-03-15 00:00:00
4418,3978,4,Enterprise,99.99,2023-10-05,,active,monthly,2023-10-05 00:00:00
4419,3187,1,Basic,9.99,2023-02-10,,active,annual,2023-02-10 00:00:00
4420,3362,3,Premium,49.99,2023-02-03,,active,annual,2023-02-03 00:00:00
4421,2155,3,Premium,49.99,2023-01-26,,active,monthly,2023-01-26 00:00:00
4422,520,1,Basic,9.99,2023-07-21,,active,monthly,2023-07-21 00:00:00
4423,4752,4,Enterprise,99.99,2023-01-22,,active,annual,2023-01-22 00:00:00
4424,2302,3,Premium,49.99,2023-11-01,,active,monthly,2023-11-01 00:00:00
4425,3014,2,Standard,19.99,2023-03-21,,active,annual,2023-03-21 00:00:00
4426,1749,2,Standard,19.99,2023-04-10,2023-07-09,churned,annual,2023-04-10 00:00:00
4427,4287,3,Premium,49.99,2024-01-10,,active,annual,2024-01-10 00:00:00
4428,4040,1,Basic,9.99,2023-06-18,,active,monthly,2023-06-18 00:00:00
4429,3839,1,Basic,9.99,2023-03-19,,active,annual,2023-03-19 00:00:00
4430,93,1,Basic,9.99,2023-10-23,,active,annual,2023-10-23 00:00:00
4431,702,3,Premium,49.99,2023-04-05,,active,monthly,2023-04-05 00:00:00
4432,4128,2,Standard,19.99,2023-02-26,,active,annual,2023-02-26 00:00:00
4433,4698,3,Premium,49.99,2023-02-18,,active,annual,2023-02-18 00:00:00
4434,2249,2,Standard,19.99,2023-08-27,,active,monthly,2023-08-27 00:00:00
4435,247,3,Premium,49.99,2023-04-24,,active,monthly,2023-04-24 00:00:00
4436,3855,2,Standard,19.99,2023-10-17,2024-01-15,churned,annual,2023-10-17 00:00:00
4437,3839,3,Premium,49.99,2023-04-13,,active,annual,2023-04-13 00:00:00
4438,442,1,Basic,9.99,2023-07-07,2023-10-05,churned,annual,2023-07-07 00:00:00
4439,441,3,Premium,49.99,2023-07-06,,active,annual,2023-07-06 00:00:00
4440,3621,4,Enterprise,99.99,2023-04-27,,active,annual,2023-04-27 00:00:00
4441,877,2,Standard,19.99,2023-07-03,,active,monthly,2023-07-03 00:00:00
4442,1823,4,Enterprise,99.99,2023-06-16,2024-03-12,churned,annual,2023-06-16 00:00:00
4443,4002,1,Basic,9.99,2023-08-27,,active,monthly,2023-08-27 00:00:00
4444,4818,4,Enterprise,99.99,2023-06-12,,active,monthly,2023-06-12 00:00:00
4445,3448,4,Enterprise,99.99,2023-12-05,2024-07-02,churned,annual,2023-12-05 00:00:00
4446,4455,3,Premium,49.99,2023-04-16,,active,monthly,2023-04-16 00:00:00
4447,3368,1,Basic,9.99,2023-03-21,,active,monthly,2023-03-21 00:00:00
4448,1735,1,Basic,9.99,2023-06-01,,active,annual,2023-06-01 00:00:00
4449,3891,3,Premium,49.99,2023-06-14,,active,annual,2023-06-14 00:00:00
4450,4439,4,Enterprise,99.99,2023-07-17,,active,annual,2023-07-17 00:00:00
4451,626,2,Standard,19.99,2023-12-24,,active,annual,2023-12-24 00:00:00
4452,3245,3,Premium,49.99,2023-10-12,,active,annual,2023-10-12 00:00:00
4453,813,4,Enterprise,99.99,2023-09-08,2024-06-04,churned,monthly,2023-09-08 00:00:00
4454,1224,2,Standard,19.99,2023-08-25,2024-02-21,churned,monthly,2023-08-25 00:00:00
4455,3686,2,Standard,19.99,2023-01-27,,active,monthly,2023-01-27 00:00:00
4456,3794,2,Standard,19.99,2023-11-09,2024-07-06,churned,monthly,2023-11-09 00:00:00
4457,3106,4,Enterprise,99.99,2024-01-05,,active,monthly,2024-01-05 00:00:00
4458,3115,2,Standard,19.99,2023-08-16,,active,monthly,2023-08-16 00:00:00
4459,4926,2,Standard,19.99,2023-07-18,,active,annual,2023-07-18 00:00:00
4460,2369,4,Enterprise,99.99,2023-01-19,,active,annual,2023-01-19 00:00:00
4461,1903,2,Standard,19.99,2023-08-23,,active,monthly,2023-08-23 00:00:00
4462,31,1,Basic,9.99,2023-12-08,,active,annual,2023-12-08 00:00:00
4463,1783,1,Basic,9.99,2023-10-27,,active,monthly,2023-10-27 00:00:00
4464,347,4,Enterprise,99.99,2023-04-13,,active,annual,2023-04-13 00:00:00
4465,1153,1,Basic,9.99,2023-07-13,,active,annual,2023-07-13 00:00:00
4466,2073,4,Enterprise,99.99,2023-10-21,,active,monthly,2023-10-21 00:00:00
4467,3972,2,Standard,19.99,2023-09-18,,active,monthly,2023-09-18 00:00:00
4468,1093,2,Standard,19.99,2023-05-16,,active,monthly,2023-05-16 00:00:00
4469,922,4,Enterprise,99.99,2023-12-18,,active,annual,2023-12-18 00:00:00
4470,2907,4,Enterprise,99.99,2023-04-29,,active,annual,2023-04-29 00:00:00
4471,2385,3,Premium,49.99,2023-12-12,,active,annual,2023-12-12 00:00:00
4472,1777,3,Premium,49.99,2023-04-27,,active,annual,2023-04-27 00:00:00
4473,4180,4,Enterprise,99.99,2023-03-21,,active,annual,2023-03-21 00:00:00
4474,4473,3,Premium,49.99,2023-04-22,,active,monthly,2023-04-22 00:00:00
4475,4181,1,Basic,9.99,2023-01-15,,active,annual,2023-01-15 00:00:00
4476,4460,4,Enterprise,99.99,2023-03-24,,active,monthly,2023-03-24 00:00:00
4477,2730,1,Basic,9.99,2023-11-01,,active,monthly,2023-11-01 00:00:00
4478,3729,2,Standard,19.99,2023-08-06,2023-11-04,churned,annual,2023-08-06 00:00:00
4479,1045,2,Standard,19.99,2023-01-17,2024-01-12,churned,annual,2023-01-17 00:00:00
4480,859,3,Premium,49.99,2023-03-31,2023-09-27,churned,annual,2023-03-31 00:00:00
4481,4468,2,Standard,19.99,2023-01-12,2024-01-07,churned,monthly,2023-01-12 00:00:00
4482,3839,4,Enterprise,99.99,2023-04-10,,active,annual,2023-04-10 00:00:00
4483,4510,1,Basic,9.99,2023-11-30,,active,annual,2023-11-30 00:00:00
4484,3862,1,Basic,9.99,2023-05-15,,active,monthly,2023-05-15 00:00:00
4485,906,2,Standard,19.99,2023-05-02,,active,annual,2023-05-02 00:00:00
4486,4301,3,Premium,49.99,2023-12-19,2024-12-13,churned,monthly,2023-12-19 00:00:00
4487,4033,4,Enterprise,99.99,2023-02-18,,active,monthly,2023-02-18 00:00:00
4488,3162,1,Basic,9.99,2023-12-27,,active,monthly,2023-12-27 00:00:00
4489,492,4,Enterprise,99.99,2023-12-02,,active,annual,2023-12-02 00:00:00
4490,3950,2,Standard,19.99,2023-12-20,2024-07-17,churned,monthly,2023-12-20 00:00:00
4491,4230,2,Standard,19.99,2023-06-20,2024-03-16,churned,annual,2023-06-20 00:00:00
4492,4590,4,Enterprise,99.99,2023-03-27,,active,monthly,2023-03-27 00:00:00
4493,1635,4,Enterprise,99.99,2023-07-09,,active,monthly,2023-07-09 00:00:00
4494,1699,4,Enterprise,99.99,2023-08-09,2024-02-05,churned,monthly,2023-08-09 00:00:00
4495,3649,1,Basic,9.99,2023-05-10,2023-09-07,churned,annual,2023-05-10 00:00:00
4496,3600,1,Basic,9.99,2023-05-16,,active,annual,2023-05-16 00:00:00
4497,4981,2,Standard,19.99,2023-09-15,2023-10-15,churned,monthly,2023-09-15 00:00:00
4498,2577,4,Enterprise,99.99,2023-04-15,,active,monthly,2023-04-15 00:00:00
4499,3315,2,Standard,19.99,2023-03-21,,active,monthly,2023-03-21 00:00:00
4500,3415,2,Standard,19.99,2023-04-24,,active,annual,2023-04-24 00:00:00
4501,1842,1,Basic,9.99,2023-02-04,,active,annual,2023-02-04 00:00:00
4502,4700,1,Basic,9.99,2023-07-23,,active,annual,2023-07-23 00:00:00
4503,1329,1,Basic,9.99,2023-02-08,,active,annual,2023-02-08 00:00:00
4504,2596,1,Basic,9.99,2023-05-02,,active,annual,2023-05-02 00:00:00
4505,762,1,Basic,9.99,2023-06-04,,active,annual,2023-06-04 00:00:00
4506,1992,3,Premium,49.99,2023-06-20,,active,annual,2023-06-20 00:00:00
4507,2918,3,Premium,49.99,2023-12-01,,active,monthly,2023-12-01 00:00:00
4508,3623,1,Basic,9.99,2023-05-25,,active,monthly,2023-05-25 00:00:00
4509,295,4,Enterprise,99.99,2023-02-16,,active,annual,2023-02-16 00:00:00
4510,349,3,Premium,49.99,2023-07-03,,active,monthly,2023-07-03 00:00:00
4511,68,4,Enterprise,99.99,2023-10-29,,active,annual,2023-10-29 00:00:00
4512,92,3,Premium,49.99,2023-12-31,2024-12-25,churned,monthly,2023-12-31 00:00:00
4513,1050,2,Standard,19.99,2023-04-16,,active,monthly,2023-04-16 00:00:00
4514,1022,2,Standard,19.99,2023-03-28,,active,annual,2023-03-28 00:00:00
4515,4890,2,Standard,19.99,2023-11-06,2024-10-31,churned,annual,2023-11-06 00:00:00
4516,3490,1,Basic,9.99,2023-10-21,2024-08-16,churned,annual,2023-10-21 00:00:00
4517,479,4,Enterprise,99.99,2023-07-05,,active,annual,2023-07-05 00:00:00
4518,2311,1,Basic,9.99,2023-02-19,,active,monthly,2023-02-19 00:00:00
4519,2586,2,Standard,19.99,2023-02-21,2023-09-19,churned,annual,2023-02-21 00:00:00
4520,3463,4,Enterprise,99.99,2023-07-25,,active,monthly,2023-07-25 00:00:00
4521,1014,4,Enterprise,99.99,2023-11-24,,active,annual,2023-11-24 00:00:00
4522,2807,4,Enterprise,99.99,2023-06-07,,active,annual,2023-06-07 00:00:00
4523,2142,4,Enterprise,99.99,2023-03-25,2024-01-19,churned,annual,2023-03-25 00:00:00
4524,4496,1,Basic,9.99,2023-07-05,,active,monthly,2023-07-05 00:00:00
4525,3060,3,Premium,49.99,2023-04-19,,active,annual,2023-04-19 00:00:00
4526,4592,4,Enterprise,99.99,2023-03-04,2023-08-31,churned,annual,2023-03-04 00:00:00
4527,2693,4,Enterprise,99.99,2023-03-26,,active,annual,2023-03-26 00:00:00
4528,4531,3,Premium,49.99,2023-09-22,,active,annual,2023-09-22 00:00:00
4529,644,2,Standard,19.99,2023-12-30,,active,annual,2023-12-30 00:00:00
4530,4707,3,Premium,49.99,2023-12-23,2024-10-18,churned,annual,2023-12-23 00:00:00
4531,1293,3,Premium,49.99,2023-05-21,,active,annual,2023-05-21 00:00:00
4532,1752,3,Premium,49.99,2023-12-06,,active,annual,2023-12-06 00:00:00
4533,1651,2,Standard,19.99,2023-04-23,,active,annual,2023-04-23 00:00:00
4534,2825,2,Standard,19.99,2023-01-06,2024-01-01,churned,monthly,2023-01-06 00:00:00
4535,3871,1,Basic,9.99,2023-06-17,2024-02-12,churned,monthly,2023-06-17 00:00:00
4536,436,4,Enterprise,99.99,2023-07-14,,active,monthly,2023-07-14 00:00:00
4537,22,3,Premium,49.99,2023-05-11,,active,annual,2023-05-11 00:00:00
4538,601,2,Standard,19.99,2023-02-06,,active,monthly,2023-02-06 00:00:00
4539,843,2,Standard,19.99,2023-04-14,,active,annual,2023-04-14 00:00:00
4540,2785,4,Enterprise,99.99,2023-06-10,,active,monthly,2023-06-10 00:00:00
4541,1281,4,Enterprise,99.99,2023-11-09,,active,monthly,2023-11-09 00:00:00
4542,2726,1,Basic,9.99,2023-05-01,,active,annual,2023-05-01 00:00:00
4543,3682,4,Enterprise,99.99,2023-01-21,,active,monthly,2023-01-21 00:00:00
4544,4533,4,Enterprise,99.99,2023-11-27,,active,monthly,2023-11-27 00:00:00
4545,3349,4,Enterprise,99.99,2023-02-25,,active,annual,2023-02-25 00:00:00
4546,129,2,Standard,19.99,2023-03-18,,active,annual,2023-03-18 00:00:00
4547,3043,3,Premium,49.99,2023-12-23,,active,monthly,2023-12-23 00:00:00
4548,2753,4,Enterprise,99.99,2023-07-11,,active,monthly,2023-07-11 00:00:00
4549,4264,2,Standard,19.99,2023-05-25,2023-12-21,churned,annual,2023-05-25 00:00:00
4550,1830,3,Premium,49.99,2023-05-20,,active,monthly,2023-05-20 00:00:00
4551,3257,1,Basic,9.99,2024-01-01,,active,annual,2024-01-01 00:00:00
4552,4323,2,Standard,19.99,2023-07-24,,active,annual,2023-07-24 00:00:00
4553,1663,3,Premium,49.99,2023-08-12,,active,monthly,2023-08-12 00:00:00
4554,1453,2,Standard,19.99,2023-08-28,,active,monthly,2023-08-28 00:00:00
4555,4335,3,Premium,49.99,2023-07-19,,active,monthly,2023-07-19 00:00:00
4556,2575,3,Premium,49.99,2023-09-22,,active,monthly,2023-09-22 00:00:00
4557,278,2,Standard,19.99,2023-06-03,,active,annual,2023-06-03 00:00:00
4558,4611,4,Enterprise,99.99,2023-04-18,2024-01-13,churned,monthly,2023-04-18 00:00:00
4559,1061,4,Enterprise,99.99,2023-04-10,2023-09-07,churned,annual,2023-04-10 00:00:00
4560,2259,1,Basic,9.99,2023-11-13,,active,annual,2023-11-13 00:00:00
4561,2378,2,Standard,19.99,2023-11-26,2024-02-24,churned,annual,2023-11-26 00:00:00
4562,4198,1,Basic,9.99,2023-01-10,2023-10-07,churned,annual,2023-01-10 00:00:00
4563,185,3,Premium,49.99,2023-07-31,,active,monthly,2023-07-31 00:00:00
4564,3817,3,Premium,49.99,2023-02-26,2023-06-26,churned,annual,2023-02-26 00:00:00
4565,3941,3,Premium,49.99,2023-07-31,,active,annual,2023-07-31 00:00:00
4566,4258,2,Standard,19.99,2023-06-25,2023-08-24,churned,annual,2023-06-25 00:00:00
4567,3286,4,Enterprise,99.99,2023-06-07,,active,annual,2023-06-07 00:00:00
4568,4819,1,Basic,9.99,2023-08-01,,active,monthly,2023-08-01 00:00:00
4569,3256,2,Standard,19.99,2023-11-29,,active,annual,2023-11-29 00:00:00
4570,1773,3,Premium,49.99,2023-02-21,,active,annual,2023-02-21 00:00:00
4571,303,1,Basic,9.99,2023-08-31,,active,annual,2023-08-31 00:00:00
4572,943,4,Enterprise,99.99,2023-11-22,,active,monthly,2023-11-22 00:00:00
4573,4926,1,Basic,9.99,2023-07-05,2023-10-03,churned,monthly,2023-07-05 00:00:00
4574,831,3,Premium,49.99,2023-06-04,,active,monthly,2023-06-04 00:00:00
4575,2262,4,Enterprise,99.99,2023-02-19,,active,annual,2023-02-19 00:00:00
4576,2449,4,Enterprise,99.99,2023-03-14,,active,monthly,2023-03-14 00:00:00
4577,469,1,Basic,9.99,2023-09-30,,active,annual,2023-09-30 00:00:00
4578,4717,1,Basic,9.99,2023-08-24,,active,monthly,2023-08-24 00:00:00
4579,3243,2,Standard,19.99,2023-12-10,,active,annual,2023-12-10 00:00:00
4580,1296,4,Enterprise,99.99,2023-02-03,2023-06-03,churned,annual,2023-02-03 00:00:00
4581,514,3,Premium,49.99,2023-04-12,2023-05-12,churned,monthly,2023-04-12 00:00:00
4582,2102,3,Premium,49.99,2023-08-18,,active,monthly,2023-08-18 00:00:00
4583,1270,1,Basic,9.99,2023-10-17,,active,monthly,2023-10-17 00:00:00
4584,2645,1,Basic,9.99,2023-02-01,,active,annual,2023-02-01 00:00:00
4585,2566,4,Enterprise,99.99,2023-11-13,,active,monthly,2023-11-13 00:00:00
4586,2768,3,Premium,49.99,2023-04-26,2024-04-20,churned,monthly,2023-04-26 00:00:00
4587,2548,3,Premium,49.99,2023-12-17,,active,monthly,2023-12-17 00:00:00
4588,1014,2,Standard,19.99,2023-12-03,,active,annual,2023-12-03 00:00:00
4589,3511,1,Basic,9.99,2023-06-26,,active,monthly,2023-06-26 00:00:00
4590,2769,1,Basic,9.99,2023-02-18,,active,monthly,2023-02-18 00:00:00
4591,1069,4,Enterprise,99.99,2023-08-15,,active,annual,2023-08-15 00:00:00
4592,3120,4,Enterprise,99.99,2023-02-07,,active,monthly,2023-02-07 00:00:00
4593,3767,3,Premium,49.99,2023-03-06,,active,monthly,2023-03-06 00:00:00
4594,2228,2,Standard,19.99,2023-10-02,,active,annual,2023-10-02 00:00:00
4595,2187,1,Basic,9.99,2023-01-24,,active,monthly,2023-01-24 00:00:00
4596,4740,4,Enterprise,99.99,2023-05-12,2024-03-07,churned,monthly,2023-05-12 00:00:00
4597,203,2,Standard,19.99,2023-02-16,2023-06-16,churned,annual,2023-02-16 00:00:00
4598,1850,3,Premium,49.99,2023-04-11,,active,monthly,2023-04-11 00:00:00
4599,4646,3,Premium,49.99,2023-03-14,,active,monthly,2023-03-14 00:00:00
4600,1347,4,Enterprise,99.99,2024-01-23,,active,annual,2024-01-23 00:00:00
4601,280,4,Enterprise,99.99,2023-08-21,,active,annual,2023-08-21 00:00:00
4602,844,4,Enterprise,99.99,2023-02-13,,active,annual,2023-02-13 00:00:00
4603,31,1,Basic,9.99,2023-12-14,,active,monthly,2023-12-14 00:00:00
4604,3660,2,Standard,19.99,2023-10-27,,active,monthly,2023-10-27 00:00:00
4605,2721,1,Basic,9.99,2023-12-20,2024-01-19,churned,annual,2023-12-20 00:00:00
4606,4756,3,Premium,49.99,2023-09-30,2024-03-28,churned,annual,2023-09-30 00:00:00
4607,3746,1,Basic,9.99,2023-04-11,2024-01-06,churned,annual,2023-04-11 00:00:00
4608,3892,1,Basic,9.99,2023-11-02,,active,monthly,2023-11-02 00:00:00
4609,4534,1,Basic,9.99,2023-11-07,,active,monthly,2023-11-07 00:00:00
4610,4189,2,Standard,19.99,2023-04-02,2023-09-29,churned,annual,2023-04-02 00:00:00
4611,3264,4,Enterprise,99.99,2023-02-21,,active,monthly,2023-02-21 00:00:00
4612,4703,1,Basic,9.99,2023-01-22,,active,monthly,2023-01-22 00:00:00
4613,4945,1,Basic,9.99,2023-11-20,,active,annual,2023-11-20 00:00:00
4614,3421,4,Enterprise,99.99,2023-12-13,,active,monthly,2023-12-13 00:00:00
4615,3200,1,Basic,9.99,2024-01-22,,active,annual,2024-01-22 00:00:00
4616,3271,1,Basic,9.99,2023-11-07,,active,monthly,2023-11-07 00:00:00
4617,953,3,Premium,49.99,2023-11-01,2024-01-30,churned,monthly,2023-11-01 00:00:00
4618,4578,1,Basic,9.99,2023-02-05,,active,monthly,2023-02-05 00:00:00
4619,3190,4,Enterprise,99.99,2023-04-21,,active,annual,2023-04-21 00:00:00
4620,873,3,Premium,49.99,2023-06-15,2024-06-09,churned,monthly,2023-06-15 00:00:00
4621,3440,3,Premium,49.99,2023-07-12,,active,annual,2023-07-12 00:00:00
4622,3289,1,Basic,9.99,2023-05-31,,active,monthly,2023-05-31 00:00:00
4623,3166,4,Enterprise,99.99,2023-09-30,2023-10-30,churned,monthly,2023-09-30 00:00:00
4624,941,3,Premium,49.99,2023-04-09,,active,annual,2023-04-09 00:00:00
4625,3623,3,Premium,49.99,2023-06-01,,active,monthly,2023-06-01 00:00:00
4626,4600,4,Enterprise,99.99,2023-03-08,,active,annual,2023-03-08 00:00:00
4627,67,1,Basic,9.99,2023-03-22,,active,annual,2023-03-22 00:00:00
4628,427,3,Premium,49.99,2023-07-10,,active,monthly,2023-07-10 00:00:00
4629,3125,3,Premium,49.99,2023-09-06,,active,annual,2023-09-06 00:00:00
4630,2310,3,Premium,49.99,2023-06-16,,active,annual,2023-06-16 00:00:00
4631,801,1,Basic,9.99,2023-09-29,2024-07-25,churned,monthly,2023-09-29 00:00:00
4632,4830,3,Premium,49.99,2023-03-22,,active,annual,2023-03-22 00:00:00
4633,4537,4,Enterprise,99.99,2023-12-04,,active,monthly,2023-12-04 00:00:00
4634,4319,3,Premium,49.99,2023-09-07,,active,annual,2023-09-07 00:00:00
4635,1667,1,Basic,9.99,2023-12-04,,active,annual,2023-12-04 00:00:00
4636,4783,2,Standard,19.99,2023-05-04,2023-10-01,churned,annual,2023-05-04 00:00:00
4637,29,2,Standard,19.99,2023-08-10,,active,annual,2023-08-10 00:00:00
4638,532,1,Basic,9.99,2023-05-10,,active,annual,2023-05-10 00:00:00
4639,1856,3,Premium,49.99,2023-10-02,,active,monthly,2023-10-02 00:00:00
4640,205,4,Enterprise,99.99,2023-03-10,,active,annual,2023-03-10 00:00:00
4641,928,4,Enterprise,99.99,2023-08-25,2024-03-22,churned,annual,2023-08-25 00:00:00
4642,3161,2,Standard,19.99,2023-05-28,,active,annual,2023-05-28 00:00:00
4643,1422,4,Enterprise,99.99,2023-04-10,,active,annual,2023-04-10 00:00:00
4644,258,2,Standard,19.99,2023-10-21,,active,annual,2023-10-21 00:00:00
4645,5000,4,Enterprise,99.99,2023-06-24,,active,monthly,2023-06-24 00:00:00
4646,1167,4,Enterprise,99.99,2023-02-19,,active,annual,2023-02-19 00:00:00
4647,997,4,Enterprise,99.99,2023-03-07,,active,monthly,2023-03-07 00:00:00
4648,3200,2,Standard,19.99,2023-12-27,,active,annual,2023-12-27 00:00:00
4649,3959,2,Standard,19.99,2023-11-14,2024-02-12,churned,annual,2023-11-14 00:00:00
4650,4078,2,Standard,19.99,2023-05-01,2023-08-29,churned,annual,2023-05-01 00:00:00
4651,3784,2,Standard,19.99,2023-07-10,,active,annual,2023-07-10 00:00:00
4652,669,1,Basic,9.99,2023-10-26,,active,annual,2023-10-26 00:00:00
4653,4058,4,Enterprise,99.99,2024-01-25,2024-04-24,churned,monthly,2024-01-25 00:00:00
4654,3498,3,Premium,49.99,2023-03-05,,active,annual,2023-03-05 00:00:00
