id,channel,date_of_birth,country
2576,organic,1968-02-18,USA
2577,referral,1995-05-25,USA
2578,referral,1994-11-11,UK
2579,paid_search,1980-07-06,Germany
2580,email,1996-12-23,Canada
2581,social_media,1962-11-09,USA
2582,direct,2010-09-17,UK
2583,paid_search,2015-01-02,USA
2584,referral,1984-10-09,Australia
2585,direct,1960-05-23,USA
2586,social_media,1953-12-13,Australia
2587,direct,1957-10-24,Canada
2588,referral,1954-02-20,USA
2589,direct,2009-02-13,Australia
2590,social_media,1952-01-07,France
2591,social_media,2007-04-25,UK
2592,social_media,1967-12-29,UK
2593,social_media,1974-10-27,France
2594,social_media,1989-07-29,Australia
2595,organic,1974-06-18,UK
2596,paid_search,1974-07-20,USA
2597,organic,2005-11-20,France
2598,direct,1959-03-09,UK
2599,direct,1981-06-06,France
2600,social_media,1974-04-26,UK
2601,email,1975-06-01,France
2602,paid_search,1965-05-14,USA
2603,social_media,2005-01-07,Canada
2604,direct,1989-10-20,USA
2605,paid_search,1952-08-08,Germany
2606,email,1954-07-12,USA
2607,referral,1954-10-29,USA
2608,referral,1985-02-28,UK
2609,email,2003-06-25,France
2610,email,2011-12-01,Australia
2611,referral,2005-04-17,Canada
2612,social_media,1979-10-25,UK
2613,email,2018-01-15,Australia
2614,direct,1957-01-17,Germany
2615,direct,1961-10-28,USA
2616,email,1992-01-05,USA
2617,referral,1977-11-05,Australia
2618,email,2013-09-19,Germany
2619,referral,1970-10-15,UK
2620,paid_search,2005-05-07,Canada
2621,social_media,1985-03-05,UK
2622,email,2009-09-04,Canada
2623,social_media,1990-09-01,Germany
2624,organic,1955-11-12,Germany
2625,organic,1981-07-13,Germany
2626,referral,1965-04-28,Canada
2627,social_media,2004-03-24,France
2628,paid_search,1995-07-28,USA
2629,referral,2014-01-30,USA
2630,social_media,1999-11-23,Australia
2631,organic,1977-02-07,France
2632,referral,1985-12-16,France
2633,referral,1971-05-28,France
2634,paid_search,1999-02-28,UK
2635,referral,1984-06-07,USA
2636,social_media,1968-09-06,Australia
2637,direct,1988-09-05,Germany
2638,direct,1980-09-13,France
2639,email,1971-03-10,UK
2640,email,2010-01-27,USA
2641,email,2013-11-13,France
2642,referral,1960-04-04,France
2643,direct,1991-07-13,Canada
2644,direct,1958-10-05,Germany
2645,paid_search,1977-08-20,Germany
2646,organic,2003-09-03,USA
2647,email,2003-07-05,Germany
2648,social_media,1994-05-07,Australia
2649,email,1955-07-08,USA
2650,paid_search,1962-06-19,France
2651,email,1950-01-07,UK
2652,email,1963-05-22,Germany
2653,direct,1976-02-25,Germany
2654,direct,2001-11-06,Germany
2655,paid_search,1968-06-14,Australia
2656,social_media,1976-11-21,France
2657,email,1977-04-28,Germany
2658,email,1980-11-19,USA
2659,direct,1950-09-24,France
2660,direct,1986-04-06,UK
2661,social_media,1955-08-08,Canada
2662,direct,1954-10-07,USA
2663,email,2000-03-30,Canada
2664,organic,1975-04-27,USA
2665,paid_search,1988-09-24,Australia
2666,direct,1985-05-16,Australia
2667,social_media,2013-11-09,Germany
2668,referral,1984-03-26,Germany
2669,direct,1968-12-13,Australia
2670,paid_search,1992-08-08,UK
2671,paid_search,1999-10-31,Germany
2672,social_media,1987-06-07,UK
2673,social_media,2010-02-11,UK
2674,paid_search,1951-01-16,USA
2675,email,1951-05-30,UK
2676,email,1993-08-31,Australia
2677,referral,1962-03-08,USA
2678,paid_search,2007-08-15,Germany
2679,referral,2012-05-21,France
2680,referral,2005-11-30,UK
2681,referral,1995-09-14,Germany
2682,direct,1990-05-18,Germany
2683,social_media,1970-04-03,UK
2684,referral,2004-03-28,USA
2685,direct,1994-09-10,Australia
2686,paid_search,2013-11-21,France
2687,social_media,1986-11-10,France
2688,direct,1982-12-03,USA
2689,organic,2000-12-21,Germany
2690,email,1983-01-25,USA
2691,direct,1993-03-14,Australia
2692,organic,1962-09-30,Australia
2693,email,1997-03-24,Canada
2694,referral,1996-05-18,USA
2695,direct,2004-09-24,USA
2696,paid_search,1992-05-21,Australia
2697,email,2009-07-19,Australia
2698,organic,2011-05-16,Australia
2699,direct,2002-01-01,Canada
2700,direct,1954-09-26,Canada
2701,direct,1950-12-20,Germany
2702,referral,1995-12-29,Germany
2703,direct,2015-11-01,Canada
2704,referral,1981-08-30,Canada
2705,social_media,1965-01-10,USA
2706,email,2003-08-14,Australia
2707,social_media,2015-03-22,France
2708,social_media,1955-07-06,Australia
2709,referral,2001-11-13,UK
2710,direct,1954-08-19,Australia
2711,social_media,2016-02-26,France
2712,organic,1975-09-25,Germany
2713,organic,1961-05-18,France
2714,organic,1974-12-05,Canada
2715,paid_search,2005-03-31,Canada
2716,social_media,1973-01-19,USA
2717,email,1960-01-04,France
2718,paid_search,2003-02-03,Australia
2719,paid_search,2009-02-19,Germany
2720,social_media,1965-09-26,Canada
2721,email,1971-03-11,Germany
2722,paid_search,1997-04-25,USA
2723,social_media,1957-07-28,UK
2724,direct,1963-10-31,Germany
2725,referral,1984-05-17,UK
2726,email,1989-06-28,Australia
2727,email,1965-01-03,UK
2728,direct,2015-11-19,Canada
2729,organic,2007-08-15,Canada
2730,organic,1954-09-18,UK
2731,referral,1985-10-10,Germany
2732,social_media,1992-09-23,Australia
2733,direct,1970-12-18,Germany
2734,email,2013-04-21,Germany
2735,referral,1973-07-24,UK
2736,direct,1989-01-01,USA
2737,social_media,1990-04-07,Germany
2738,email,1978-04-28,France
2739,email,1953-09-06,USA
2740,direct,2007-03-10,Canada
2741,referral,2004-10-08,Australia
2742,social_media,1980-01-20,Canada
2743,social_media,1958-10-26,Canada
2744,email,2002-05-30,Germany
2745,referral,2010-08-01,Australia
2746,paid_search,2015-11-17,Australia
2747,direct,1967-06-28,France
2748,social_media,2010-10-20,Australia
2749,paid_search,1978-02-08,France
2750,organic,2010-05-12,USA
2751,organic,1951-01-27,Germany
2752,organic,1997-02-14,USA
2753,email,1990-01-03,Canada
2754,paid_search,2015-01-25,Canada
2755,social_media,1967-04-28,USA
2756,organic,2005-07-27,USA
2757,organic,2003-04-21,Australia
2758,paid_search,2003-10-10,Australia
2759,organic,2013-07-11,USA
2760,organic,2004-04-01,UK
2761,referral,2008-11-20,Australia
2762,direct,1966-07-30,USA
2763,email,1966-07-13,Canada
2764,social_media,1991-11-23,Australia
2765,organic,2007-04-23,Germany
2766,social_media,1988-04-22,Australia
2767,email,1979-01-06,Canada
2768,paid_search,1956-08-21,Canada
2769,organic,1984-05-05,Germany
2770,social_media,1955-05-23,Canada
2771,social_media,1965-12-18,Germany
2772,organic,1994-02-11,UK
2773,direct,1985-03-23,UK
2774,email,1994-02-22,USA
2775,paid_search,1998-07-03,Germany
2776,paid_search,2005-01-30,Australia
2777,organic,1989-08-13,Australia
2778,social_media,1959-04-08,USA
2779,organic,1956-04-26,France
2780,email,1972-06-25,Germany
2781,organic,1994-08-26,UK
2782,email,2007-06-13,USA
2783,organic,2009-08-16,Germany
2784,social_media,1963-08-08,Australia
2785,social_media,1985-02-09,France
2786,organic,1996-03-28,Australia
2787,referral,1992-11-23,Germany
2788,referral,2015-04-17,USA
2789,direct,1970-04-06,USA
2790,referral,2011-11-02,Germany
2791,organic,2000-11-21,France
2792,social_media,1979-12-01,Australia
2793,social_media,1985-12-10,USA
2794,email,2008-01-20,USA
2795,social_media,1997-12-18,Canada
2796,organic,1991-03-28,Canada
2797,email,1968-03-22,UK
2798,direct,1953-07-12,Germany
2799,email,1967-02-19,Canada
2800,email,1984-12-30,USA
2801,email,2011-10-19,Canada
2802,referral,1957-08-12,Australia
2803,referral,2015-12-21,UK
2804,paid_search,1953-03-15,UK
2805,organic,2014-07-28,France
2806,paid_search,1993-11-22,Germany
2807,organic,1998-06-30,Australia
2808,social_media,1994-10-30,France
2809,referral,1951-06-22,USA
2810,social_media,1955-01-11,Canada
2811,email,1953-11-03,Germany
2812,organic,1968-12-28,Australia
2813,email,1996-12-06,Germany
2814,email,1998-02-20,UK
2815,email,2001-12-23,UK
2816,organic,1953-04-23,Australia
2817,paid_search,1993-11-11,Australia
2818,organic,1992-04-10,France
2819,organic,1971-10-10,Australia
2820,email,1961-09-17,USA
2821,paid_search,2006-10-05,USA
2822,social_media,1958-09-24,Germany
2823,direct,1965-04-25,France
2824,organic,1959-07-17,USA
2825,referral,2003-05-19,France
2826,paid_search,1955-08-30,UK
2827,referral,1980-04-07,Australia
2828,email,1986-01-25,Canada
2829,organic,2011-05-17,France
2830,direct,1962-04-28,Canada
2831,paid_search,1954-02-02,France
2832,paid_search,1980-02-06,USA
2833,organic,1974-07-28,UK
2834,referral,1965-01-28,Australia
2835,social_media,1999-08-26,UK
2836,referral,1971-11-10,France
2837,organic,1961-12-19,USA
2838,email,2004-12-11,Germany
2839,paid_search,1951-05-28,Germany
2840,organic,1950-07-28,USA
2841,paid_search,1957-12-30,Australia
2842,email,2003-04-08,Canada
2843,referral,2012-03-20,Germany
2844,email,1961-05-21,UK
2845,paid_search,2007-05-27,Canada
2846,direct,1990-05-30,Germany
2847,paid_search,1965-08-29,France
2848,email,1953-05-17,France
2849,paid_search,2014-05-06,Germany
2850,direct,1957-11-24,Australia
2851,social_media,1981-03-17,Germany
2852,organic,2000-01-14,UK
2853,paid_search,1960-07-17,France
2854,organic,2005-07-11,Canada
2855,direct,1995-07-15,UK
2856,referral,2006-03-15,Australia
2857,paid_search,1974-10-19,USA
2858,paid_search,1960-02-10,UK
2859,email,1992-07-24,Germany
2860,paid_search,1964-05-02,Australia
2861,organic,1954-11-06,Australia
2862,social_media,1975-07-29,UK
2863,referral,1972-07-21,Canada
2864,direct,2018-01-15,Germany
2865,organic,1959-05-15,Australia
2866,organic,1998-03-18,UK
2867,paid_search,1952-08-10,Germany
2868,direct,1960-05-31,USA
2869,paid_search,2014-09-20,Germany
2870,direct,2002-01-05,Canada
2871,referral,1967-10-31,Australia
2872,email,1979-03-22,UK
2873,organic,1979-04-05,UK
2874,organic,1971-04-10,Australia
2875,referral,1967-12-10,Germany
2876,paid_search,1956-08-06,Germany
2877,direct,1993-06-17,USA
2878,referral,1963-01-02,UK
2879,direct,1990-10-27,UK
2880,referral,1983-07-05,UK
2881,referral,2014-07-31,UK
2882,email,1982-03-04,Canada
2883,paid_search,1980-02-19,UK
2884,organic,2012-02-07,France
2885,organic,1975-03-05,UK
2886,organic,1991-10-07,Germany
2887,referral,1965-05-11,Canada
2888,paid_search,1976-06-24,France
2889,paid_search,2007-03-28,France
2890,paid_search,2001-11-12,France
2891,paid_search,1957-10-04,Germany
2892,direct,1993-11-21,UK
2893,direct,1992-06-24,Germany
2894,social_media,1951-04-21,Australia
2895,referral,2016-01-18,UK
2896,paid_search,1979-05-13,Germany
2897,direct,1969-12-14,France
2898,paid_search,2001-06-21,USA
2899,referral,1953-12-20,USA
2900,referral,2015-10-21,France
2901,organic,1988-03-11,France
2902,referral,1992-12-30,Australia
2903,organic,1990-08-04,Germany
2904,paid_search,1957-06-15,France
2905,organic,2012-03-09,Australia
2906,referral,1969-07-23,UK
2907,social_media,1976-07-15,UK
2908,email,1958-02-21,USA
2909,referral,2010-01-08,Canada
2910,paid_search,2013-02-04,Germany
2911,direct,2017-01-16,France
2912,organic,1990-10-22,Germany
2913,paid_search,2013-01-30,Germany
2914,paid_search,1983-03-26,Australia
2915,referral,2013-02-24,Australia
2916,organic,2006-04-12,USA
2917,referral,2011-12-21,Canada
2918,direct,1952-12-07,Canada
2919,referral,2017-07-18,Canada
2920,email,2004-12-13,France
2921,direct,1968-08-01,Australia
2922,organic,2005-08-31,Canada
2923,email,1954-12-02,France
2924,email,1982-08-28,USA
2925,organic,1984-05-10,Canada
2926,referral,2005-07-18,USA
2927,social_media,1982-11-16,UK
2928,email,2000-02-18,Australia
2929,organic,2000-04-22,Australia
2930,paid_search,1962-06-02,Canada
2931,paid_search,1998-05-31,USA
2932,email,1992-12-05,Australia
2933,direct,2013-01-20,UK
2934,email,2018-04-06,UK
2935,social_media,1981-08-23,Canada
2936,direct,2011-01-10,Germany
2937,social_media,1954-11-20,USA
2938,social_media,1980-12-21,Germany
2939,referral,1994-12-27,France
2940,organic,1992-03-07,Australia
2941,direct,2010-11-08,France
2942,social_media,1990-07-20,France
2943,social_media,2010-05-28,Australia
2944,organic,1966-11-24,Germany
2945,organic,1957-03-12,Germany
2946,paid_search,1975-11-15,USA
2947,organic,1964-10-13,Canada
2948,organic,2012-07-15,UK
2949,referral,1963-07-03,UK
2950,direct,2006-04-11,USA
2951,social_media,1987-05-16,Australia
2952,direct,1961-11-05,Germany
2953,social_media,1987-09-10,Germany
2954,email,2007-11-03,USA
2955,social_media,1966-12-18,USA
2956,organic,1970-11-04,France
2957,email,1980-02-19,Germany
2958,direct,1980-10-02,Australia
2959,email,1979-04-11,Germany
2960,direct,2009-09-26,Australia
2961,direct,1999-03-17,Germany
2962,referral,1977-04-13,France
2963,paid_search,1977-07-01,UK
2964,social_media,1970-05-07,Germany
2965,social_media,1975-11-07,USA
2966,paid_search,1981-09-06,Canada
2967,referral,1964-12-04,France
2968,paid_search,2013-11-10,France
2969,social_media,1966-05-09,UK
2970,email,2012-02-28,Australia
2971,paid_search,1964-06-19,UK
2972,organic,1953-09-10,Canada
2973,direct,1961-05-07,Germany
2974,social_media,1983-03-02,UK
2975,paid_search,2000-06-18,Australia
2976,organic,2009-09-16,Canada
2977,social_media,1963-04-10,Canada
2978,referral,1998-06-08,UK
2979,direct,1977-01-20,USA
2980,organic,1986-04-18,Germany
2981,paid_search,1991-02-04,Canada
2982,paid_search,1950-05-21,Australia
2983,direct,1995-07-10,Canada
2984,email,2013-04-16,Canada
2985,referral,1976-01-02,France
2986,email,1963-03-13,France
2987,email,1989-08-30,Canada
2988,email,1960-01-29,Australia
2989,referral,1953-08-06,UK
2990,email,1999-06-06,USA
2991,social_media,1952-03-23,Germany
2992,direct,1969-10-08,Germany
2993,social_media,1958-04-19,Canada
2994,organic,2004-07-23,Australia
2995,paid_search,2002-05-05,France
2996,paid_search,1974-12-08,UK
2997,organic,1957-07-02,France
2998,referral,2010-09-29,Australia
2999,organic,1995-12-01,Germany
3000,paid_search,1994-01-01,Canada
3001,direct,2004-04-14,France
3002,organic,2009-10-26,Canada
3003,referral,1963-04-10,Australia
3004,referral,1983-03-01,Germany
3005,social_media,1951-02-04,Canada
3006,social_media,1981-07-10,Canada
3007,referral,2000-05-01,USA
3008,paid_search,2015-04-20,Germany
3009,email,1987-04-15,Germany
3010,social_media,1964-09-11,Australia
3011,referral,2015-05-14,Germany
3012,paid_search,2002-09-05,France
3013,organic,1962-11-20,UK
3014,social_media,1992-07-31,France
3015,social_media,1955-12-07,France
3016,referral,1957-12-08,USA
3017,referral,2007-04-24,Canada
3018,referral,1965-09-09,France
3019,referral,2013-09-20,France
3020,paid_search,1967-11-17,UK
3021,referral,1975-12-21,France
3022,referral,1953-10-15,Canada
3023,direct,1977-04-07,Germany
3024,direct,2016-05-17,Germany
3025,paid_search,1952-05-29,USA
3026,paid_search,1973-07-26,Canada
3027,email,2007-02-09,Germany
3028,organic,2008-08-28,Australia
3029,social_media,1987-06-05,UK
3030,referral,2011-09-17,Australia
3031,paid_search,1952-07-21,USA
3032,social_media,1994-03-27,USA
3033,direct,2016-11-20,Canada
3034,direct,1993-02-08,France
3035,referral,1973-02-20,Australia
3036,email,1992-09-15,Australia
3037,organic,1983-06-26,France
3038,email,2001-08-11,USA
3039,social_media,1964-08-11,France
3040,organic,1963-02-10,Canada
3041,referral,2012-03-13,UK
3042,social_media,1964-08-26,USA
3043,social_media,1982-05-27,Germany
3044,email,1981-12-08,USA
3045,social_media,1976-03-02,France
3046,email,1956-11-22,France
3047,paid_search,2006-05-06,UK
3048,organic,2003-09-20,UK
3049,direct,1978-12-11,Canada
3050,email,1977-01-04,Canada
3051,email,2012-08-13,Australia
3052,social_media,1958-08-07,France
3053,direct,1981-07-19,UK
3054,organic,1962-04-15,France
3055,social_media,1983-06-19,Germany
3056,referral,1980-07-13,UK
3057,organic,1969-07-19,UK
3058,direct,1969-11-02,UK
3059,direct,2005-01-12,Australia
3060,direct,1997-09-26,Australia
3061,direct,2013-01-01,USA
3062,referral,1991-04-25,USA
3063,organic,1961-10-10,USA
3064,referral,1981-03-29,Canada
3065,email,1982-07-12,UK
3066,referral,2003-08-14,France
3067,social_media,1965-06-13,Australia
3068,social_media,1952-07-31,Australia
3069,organic,1969-12-13,UK
3070,email,1962-10-09,Australia
3071,paid_search,1977-07-31,UK
3072,paid_search,1961-09-06,USA
3073,referral,2011-12-23,USA
3074,organic,1951-09-09,Germany
3075,referral,1953-10-25,UK
3076,organic,1952-12-10,Australia
3077,direct,2003-03-21,USA
3078,referral,1960-09-01,Canada
3079,organic,1955-12-11,Canada
3080,email,1950-12-03,USA
3081,organic,2003-12-28,UK
3082,direct,1967-12-12,UK
3083,email,1981-07-16,USA
3084,organic,1963-01-22,Australia
3085,social_media,2002-01-05,Canada
3086,social_media,1964-05-28,France
3087,email,2004-12-28,UK
3088,direct,2001-02-27,USA
3089,organic,2001-11-13,USA
3090,direct,1969-06-20,Australia
3091,paid_search,1975-04-15,UK
3092,direct,1950-05-22,Australia
3093,organic,1969-03-14,France
3094,email,1992-08-03,Canada
3095,email,2002-11-16,UK
3096,referral,2010-06-05,USA
3097,paid_search,1981-10-31,Germany
3098,referral,1969-03-23,France
3099,paid_search,1986-07-26,USA
3100,social_media,1961-02-02,Germany
3101,organic,1996-08-17,UK
3102,referral,2018-05-22,Canada
3103,email,1975-11-12,France
3104,email,1953-08-23,USA
3105,social_media,1994-04-17,USA
3106,referral,1975-06-12,Germany
3107,direct,2016-01-17,Canada
3108,email,1989-10-30,UK
3109,direct,1986-07-16,Canada
3110,referral,1966-12-09,USA
3111,referral,2010-12-05,Canada
3112,paid_search,1951-02-23,Australia
3113,referral,2010-04-19,USA
3114,referral,1989-04-20,France
3115,email,2010-09-11,USA
3116,organic,1962-11-11,Germany
3117,referral,2012-05-09,France
3118,organic,2016-07-08,UK
3119,organic,1982-08-19,UK
3120,social_media,1967-12-20,France
3121,referral,1961-01-05,UK
3122,referral,2015-01-23,Germany
3123,social_media,2014-01-04,France
3124,direct,1974-06-28,Australia
3125,referral,1981-12-12,Germany
3126,email,2004-02-11,Germany
3127,referral,1995-11-19,Canada
3128,paid_search,1990-10-15,USA
3129,organic,1972-06-28,Germany
3130,referral,1970-09-16,Australia
3131,paid_search,1952-08-31,USA
3132,email,1954-09-28,USA
3133,referral,2010-11-02,USA
3134,paid_search,1984-04-30,France
3135,email,1979-05-02,UK
3136,social_media,2005-10-19,France
3137,organic,2018-03-14,USA
3138,email,2017-06-06,France
3139,referral,1991-10-23,UK
3140,social_media,2009-05-26,Germany
3141,referral,1995-04-16,Canada
3142,direct,1980-10-29,France
3143,direct,1951-08-03,USA
3144,referral,1960-09-08,Germany
3145,referral,1978-03-22,Germany
3146,referral,1991-03-29,USA
3147,organic,1965-11-13,France
3148,email,1977-03-10,Australia
3149,paid_search,1994-02-03,Germany
3150,paid_search,1978-01-12,Australia
3151,referral,1993-09-24,USA
3152,direct,2010-07-24,Germany
3153,email,1999-09-07,Australia
3154,direct,2001-05-03,Germany
3155,referral,2000-06-10,UK
3156,direct,1955-01-01,Germany
3157,social_media,1994-05-20,France
3158,referral,2005-05-07,Australia
3159,social_media,1975-07-09,Canada
3160,organic,1952-07-11,France
3161,organic,1961-07-02,Canada
3162,social_media,2016-07-28,France
3163,organic,2006-02-01,Canada
3164,referral,1958-09-25,Germany
3165,social_media,1982-01-23,Germany
3166,social_media,1955-01-24,Australia
3167,paid_search,1972-03-19,UK
3168,email,1977-12-31,France
3169,organic,2011-09-22,USA
3170,social_media,1960-04-08,Canada
3171,paid_search,1951-10-08,France
3172,social_media,1953-05-09,Germany
3173,email,1987-11-26,France
3174,direct,1987-10-14,Canada
3175,organic,2012-06-09,Germany
3176,direct,1951-12-30,Canada
3177,referral,2001-03-03,Germany
3178,social_media,2001-05-13,USA
3179,referral,1958-12-23,Australia
3180,email,1968-06-22,Canada
3181,referral,1995-02-08,Australia
3182,social_media,1964-12-13,France
3183,social_media,1982-08-06,Germany
3184,paid_search,1994-08-02,Australia
3185,organic,1998-01-27,UK
3186,social_media,1973-10-15,USA
3187,social_media,2001-06-15,Germany
3188,paid_search,2006-01-12,Australia
3189,organic,2014-05-22,France
3190,organic,2003-02-06,Canada
3191,social_media,1956-01-14,France
3192,direct,1992-08-21,Germany
3193,paid_search,1981-02-27,USA
3194,email,1977-01-29,France
3195,social_media,1988-11-02,Australia
3196,direct,1978-02-10,UK
3197,referral,1986-02-03,Canada
3198,direct,1996-03-27,Germany
3199,email,1999-02-15,UK
3200,organic,2006-04-30,Australia
3201,direct,1966-09-26,France
3202,referral,1969-02-08,Australia
3203,email,1991-12-04,Canada
3204,email,1997-10-17,France
3205,referral,2000-10-15,Australia
3206,email,1955-05-17,France
3207,paid_search,1982-09-06,Germany
3208,paid_search,1971-07-26,UK
3209,email,2011-06-26,Canada
3210,referral,1986-10-22,Canada
3211,organic,2006-11-15,UK
3212,referral,1973-12-12,Canada
3213,email,1964-05-29,Canada
3214,email,2003-12-10,UK
3215,referral,1971-05-25,USA
3216,paid_search,1967-03-21,USA
3217,paid_search,1977-11-10,Germany
3218,referral,2000-03-23,Germany
3219,referral,2008-01-15,USA
3220,paid_search,1964-04-18,Canada
3221,paid_search,1952-08-12,Canada
3222,social_media,2009-02-03,France
3223,paid_search,2007-10-21,USA
3224,email,1993-08-03,USA
3225,organic,1957-07-13,Canada
3226,direct,1976-09-25,USA
3227,referral,1982-08-10,Australia
3228,email,1958-02-07,Germany
3229,email,1962-08-11,UK
3230,organic,2001-03-23,Australia
3231,direct,1960-10-28,France
3232,email,2002-01-27,France
3233,social_media,1994-07-16,USA
3234,paid_search,2003-10-24,USA
3235,social_media,1979-07-18,France
3236,email,1984-12-25,Australia
3237,email,1971-03-03,Germany
3238,paid_search,1962-12-11,USA
3239,paid_search,1969-03-17,Canada
3240,referral,1986-08-21,Canada
3241,direct,1955-01-07,Germany
3242,direct,1983-08-14,Australia
3243,organic,1978-05-24,France
3244,referral,1992-08-08,Australia
3245,paid_search,1974-12-01,UK
3246,social_media,1992-08-20,Australia
3247,social_media,1977-08-25,USA
3248,email,2004-05-08,USA
3249,email,2009-05-30,USA
3250,email,2010-04-02,UK
3251,social_media,1999-08-03,Germany
3252,social_media,2007-04-29,Australia
3253,social_media,2011-06-24,USA
3254,direct,1971-03-17,Germany
3255,referral,1950-09-15,Germany
3256,social_media,1976-12-29,USA
3257,paid_search,1976-09-06,UK
3258,paid_search,1989-05-16,Australia
3259,social_media,2007-10-25,Germany
3260,organic,1974-08-02,USA
3261,referral,1992-04-06,Australia
3262,referral,1979-11-07,Australia
3263,referral,1959-01-03,UK
3264,email,1973-05-31,France
3265,organic,1981-07-26,Germany
3266,direct,2015-06-04,France
3267,email,1979-04-26,Germany
3268,email,1952-06-15,USA
3269,email,2007-07-24,UK
3270,email,1989-10-12,Australia
3271,paid_search,1950-04-11,Germany
3272,paid_search,2006-05-15,Canada
3273,social_media,2001-08-29,USA
3274,organic,1964-02-28,UK
3275,direct,2014-01-07,Australia
3276,paid_search,2003-04-17,Australia
3277,referral,1978-08-28,Germany
3278,referral,2015-12-16,UK
3279,social_media,1965-07-25,Australia
3280,direct,1979-05-23,Canada
3281,paid_search,1957-07-28,Germany
3282,social_media,1966-04-27,Germany
3283,referral,2001-03-04,UK
3284,organic,1952-01-23,France
3285,email,2004-11-27,Australia
3286,paid_search,1957-12-25,Germany
3287,paid_search,1973-06-27,Australia
3288,paid_search,1954-06-20,Germany
3289,direct,1988-06-24,France
3290,social_media,1963-05-23,USA
3291,social_media,1965-04-06,France
3292,organic,1951-04-08,Australia
3293,direct,1989-01-15,Germany
3294,email,1994-05-02,USA
3295,paid_search,2014-01-07,UK
3296,paid_search,1973-11-18,Canada
3297,email,1994-05-02,Germany
3298,paid_search,1988-09-11,UK
3299,direct,1969-05-04,Canada
3300,email,2010-10-03,UK
3301,referral,1966-03-08,Germany
3302,paid_search,1952-07-31,Canada
3303,social_media,1971-02-16,France
3304,referral,1972-04-11,Canada
3305,direct,2011-05-23,Australia
3306,referral,1957-09-10,USA
3307,referral,1961-12-13,Canada
3308,email,1985-09-01,Australia
3309,paid_search,2013-12-30,Germany
3310,email,1987-12-23,Australia
3311,direct,1972-12-27,USA
3312,organic,1999-12-21,USA
3313,organic,1979-11-12,UK
3314,referral,1981-10-14,France
3315,email,2003-09-02,Australia
3316,email,1954-01-31,USA
3317,social_media,1995-04-07,France
3318,referral,1977-02-20,Germany
3319,email,1983-04-11,UK
3320,direct,1953-09-09,France
3321,paid_search,1973-05-09,UK
3322,direct,1994-03-20,Canada
3323,referral,1961-11-01,USA
3324,social_media,2013-09-20,France
3325,referral,1962-09-21,Canada
3326,organic,1978-02-08,USA
3327,paid_search,1994-10-15,Canada
3328,email,1982-05-08,Germany
3329,social_media,1973-08-13,France
3330,social_media,1996-05-19,Canada
3331,referral,1964-10-20,Canada
3332,email,1994-01-28,UK
3333,direct,2008-12-24,Australia
3334,referral,1954-10-10,UK
3335,paid_search,1954-11-24,UK
3336,paid_search,1953-03-21,Germany
3337,social_media,1964-09-03,Australia
3338,referral,1989-02-25,USA
3339,referral,1953-08-29,Germany
3340,social_media,2013-08-11,France
3341,referral,1991-01-25,Germany
3342,organic,2014-07-29,UK
3343,organic,1981-05-13,USA
3344,paid_search,1975-06-28,UK
3345,paid_search,2017-04-12,France
3346,social_media,2000-07-13,Australia
3347,direct,1969-01-20,France
3348,organic,1997-03-11,France
3349,paid_search,1987-05-12,USA
3350,paid_search,1994-09-09,Australia
3351,organic,1979-06-27,USA
3352,social_media,2011-02-15,Australia
3353,organic,1985-05-13,Canada
3354,direct,1959-07-08,Canada
3355,paid_search,1952-08-04,USA
3356,referral,2013-06-29,Australia
3357,referral,1990-09-26,Australia
3358,social_media,2003-04-23,Australia
3359,organic,1979-07-22,USA
3360,email,2005-11-01,Germany
3361,social_media,2015-08-19,Australia
3362,direct,1961-08-08,UK
3363,organic,2007-09-29,Canada
3364,social_media,1954-12-25,Australia
3365,organic,1999-02-02,France
3366,referral,1958-04-21,Germany
3367,social_media,1965-12-21,UK
3368,referral,1958-01-01,USA
3369,paid_search,1964-08-14,Germany
3370,referral,1975-07-25,Australia
3371,email,1963-10-30,USA
3372,social_media,1994-01-14,Germany
3373,email,1977-10-27,Australia
3374,direct,1961-10-12,Canada
3375,email,1958-08-16,Canada
3376,direct,1967-12-07,Germany
3377,referral,1984-10-25,Germany
3378,social_media,2000-07-07,France
3379,referral,1958-02-04,Germany
3380,social_media,2005-01-27,UK
3381,referral,2006-08-01,Germany
3382,organic,1953-08-18,France
3383,social_media,1991-08-02,Australia
3384,paid_search,2008-02-06,Australia
3385,email,1963-11-30,Germany
3386,direct,2006-06-25,Australia
3387,direct,1957-07-14,Canada
3388,referral,1989-03-28,USA
3389,referral,1976-12-13,UK
3390,paid_search,2011-05-24,Canada
3391,paid_search,1996-12-05,Germany
3392,social_media,2001-01-02,USA
3393,direct,1956-11-12,USA
3394,direct,1959-08-28,France
3395,referral,1987-01-20,USA
3396,referral,2009-04-15,Australia
3397,direct,1972-09-24,Canada
3398,social_media,2002-07-14,USA
3399,direct,1951-06-18,USA
3400,email,2009-05-09,Germany
3401,paid_search,1966-05-07,Germany
3402,organic,1957-06-22,Germany
3403,email,1976-09-14,Canada
3404,direct,2014-12-18,Germany
3405,email,1990-05-14,France
3406,social_media,1980-08-15,UK
3407,paid_search,1966-08-09,USA
3408,email,2004-03-11,Canada
3409,email,1959-07-17,Germany
3410,direct,1951-08-11,USA
3411,referral,1960-06-20,USA
3412,paid_search,2008-11-01,Germany
3413,referral,2012-01-25,Germany
