account_id,event_time,event_type_id,user_id,event_value
1179,2025-06-07,12,,
333,2025-06-22,1,,72.69
1267,2025-06-24,3,,
4633,2025-11-10,5,,
4512,2025-11-17,7,,
2110,2025-03-26,7,,
960,2025-03-07,7,,92.83
521,2025-03-22,7,,52.42
2888,2024-10-12,11,,
4297,2024-07-06,11,,
4614,2025-11-25,9,,
2258,2025-09-10,6,,16.45
4351,2025-07-23,4,,
2432,2025-11-21,6,10.0,
4203,2025-09-26,1,,74.06
4773,2024-09-07,6,,61.61
178,2025-09-23,7,,62.65
4869,2025-10-05,12,,
4810,2024-08-07,10,3.0,31.77
884,2025-06-20,8,7.0,
4906,2025-07-28,5,2.0,
4621,2025-11-24,7,,72.08
3566,2025-11-21,10,,
486,2024-04-08,4,6.0,
1492,2025-03-13,12,5.0,
1495,2025-12-02,4,,32.55
3914,2024-03-25,12,,63.67
2772,2024-12-19,4,,51.92
2791,2024-07-27,11,,39.88
3219,2025-06-26,12,,
502,2025-10-29,2,,67.54
4300,2025-06-06,9,7.0,60.57
3976,2025-11-23,12,,19.33
4510,2024-08-08,8,10.0,87.56
3011,2025-02-01,10,,
2486,2024-08-01,12,3.0,49.76
1173,2025-09-12,10,,40.64
1077,2025-11-19,11,,42.7
3329,2025-10-12,1,,61.02
2301,2025-09-22,2,,31.73
2040,2025-12-02,11,10.0,
18,2024-09-06,4,,15.18
3384,2024-05-22,4,,70.28
3823,2025-11-28,7,,
3635,2024-11-07,2,,89.41
4399,2025-08-19,7,5.0,
99,2025-05-04,6,,
2193,2024-11-07,1,6.0,22.78
3033,2025-04-12,1,4.0,73.01
4189,2024-11-27,5,,54.86
4827,2025-03-20,4,,
93,2024-11-11,12,,98.32
2038,2024-12-26,2,,
4195,2025-05-21,8,,
359,2025-06-12,6,4.0,4.12
1142,2024-12-08,8,,54.41
399,2024-07-28,5,7.0,90.38
3304,2025-10-15,1,,17.64
4840,2025-07-05,11,,51.28
1268,2025-08-07,8,,63.67
1506,2024-08-19,10,,25.7
560,2025-09-21,12,,
4138,2025-05-04,8,8.0,
636,2025-05-23,1,,
3479,2024-09-04,12,,73.22
895,2025-07-30,5,,
3056,2025-11-07,2,,
3725,2024-09-07,11,,
3590,2024-12-11,5,,
300,2024-12-07,8,,50.48
3193,2024-05-22,12,4.0,
4171,2025-07-12,3,,
670,2024-12-05,8,9.0,63.06
3523,2025-10-25,11,3.0,64.85
4249,2025-08-17,8,,87.06
4747,2025-06-19,4,,
4482,2025-05-02,7,,
2019,2025-11-23,9,,1.56
955,2025-12-04,7,,
3543,2024-09-04,5,4.0,
1416,2024-11-28,5,1.0,
1814,2025-11-26,5,,4.36
2805,2025-08-11,8,,2.91
4956,2025-02-27,7,7.0,
46,2025-06-18,12,,
3648,2025-10-09,3,,82.01
3529,2025-10-18,8,7.0,28.77
3202,2025-11-18,12,,42.68
3442,2024-12-24,2,7.0,
2012,2025-04-19,1,,61.54
2042,2025-07-20,10,6.0,
438,2025-08-14,9,,93.43
516,2025-06-10,10,,
3750,2025-09-10,9,1.0,47.03
1977,2025-10-26,2,,
1276,2025-09-11,4,,
717,2025-07-31,5,,50.81
1601,2025-07-24,6,5.0,
1912,2025-10-17,2,6.0,73.85
1247,2025-08-06,3,,1.99
2042,2025-06-26,3,,
4558,2025-10-18,1,6.0,2.26
1656,2025-09-17,5,,96.3
3667,2025-09-18,4,,
4684,2025-05-16,12,,
2516,2025-11-28,5,,
963,2025-10-18,1,,82.27
211,2025-12-04,2,,40.49
3241,2025-12-04,3,,3.22
1686,2025-11-22,5,10.0,
1806,2025-07-11,11,9.0,
2379,2025-05-25,12,,9.1
2831,2025-11-18,4,3.0,
1141,2025-02-12,10,,
3903,2025-01-14,3,,10.71
360,2025-09-16,11,10.0,
4241,2025-03-11,12,,27.18
3148,2025-09-12,12,,
2043,2025-01-06,5,,
724,2025-04-14,8,,
1866,2025-02-08,12,,
4960,2024-12-03,6,,91.73
4494,2025-09-18,3,5.0,
4382,2025-10-25,1,2.0,
544,2025-10-06,11,,70.03
2380,2025-01-16,12,5.0,90.75
4707,2025-09-15,12,5.0,65.01
2801,2024-09-10,4,,26.74
3497,2024-12-29,1,,82.53
76,2024-12-04,5,1.0,
3517,2025-01-03,3,,
3339,2025-10-14,7,,
1248,2025-11-24,1,,42.65
263,2025-06-14,1,3.0,84.18
3883,2025-11-22,10,,
4068,2025-10-17,1,,
2823,2025-01-26,11,,
1831,2025-01-18,12,,63.27
1016,2025-08-25,10,,62.84
2468,2025-11-06,9,7.0,
1723,2025-02-03,12,,
933,2025-09-20,8,,58.76
4594,2025-05-13,6,1.0,2.43
2380,2025-05-12,4,,67.37
3572,2025-07-17,2,,94.32
1407,2025-04-27,11,,44.77
415,2025-09-24,12,7.0,13.05
4648,2025-01-08,6,4.0,6.36
442,2024-08-12,12,,27.73
3695,2025-05-06,6,,80.46
818,2025-06-06,2,,
4060,2025-01-22,8,,28.85
1759,2024-12-24,2,6.0,
117,2025-11-24,12,,
3124,2025-11-13,11,,
1475,2025-10-09,9,,
4843,2025-05-21,7,,24.5
1230,2025-10-15,1,,
4821,2025-08-27,11,,61.89
4385,2025-07-29,7,,59.82
2258,2025-06-10,5,,
117,2025-06-29,2,,27.73
1709,2025-04-30,10,7.0,48.84
3421,2025-05-25,11,,45.22
686,2025-06-04,8,4.0,
1551,2025-02-06,8,,
786,2025-04-18,12,,
2741,2025-09-30,5,,
1917,2025-06-30,4,,
2407,2025-10-17,6,2.0,67.68
1201,2025-04-23,10,,
376,2025-10-21,4,4.0,58.44
1773,2024-10-21,11,,46.3
3033,2025-06-27,9,,
4107,2024-11-27,8,8.0,
3373,2025-10-08,2,,
4558,2025-09-22,1,,35.87
4831,2025-07-22,2,,29.49
1108,2025-10-28,6,6.0,
2146,2025-11-04,7,,87.26
2271,2025-11-22,8,1.0,42.44
4197,2025-07-21,12,5.0,
789,2025-04-10,3,,92.41
2515,2025-08-11,8,,
2908,2025-08-23,2,,51.3
3914,2025-01-24,1,,13.91
98,2025-11-22,10,,
2618,2025-08-10,7,,98.8
3716,2025-10-12,6,,87.51
3012,2025-04-05,9,10.0,3.14
3089,2024-07-08,12,,18.89
1755,2025-10-22,1,,33.41
4788,2024-03-12,9,,
2935,2025-07-24,1,,18.88
3495,2024-08-29,11,,
3006,2025-10-06,6,,50.39
209,2024-09-02,2,,
1534,2025-06-04,8,,
4426,2025-03-04,7,7.0,
10,2025-11-01,5,,25.53
2333,2024-11-25,1,,
1438,2025-07-07,3,7.0,5.13
2776,2025-02-03,8,9.0,21.54
9,2025-11-13,1,,
3293,2024-04-13,4,,37.6
3555,2025-11-12,10,,
3914,2025-06-26,10,,66.49
4157,2025-10-23,11,,10.45
3138,2024-08-14,1,,69.02
1762,2025-06-22,10,,
3257,2025-09-09,5,,
4780,2025-02-19,12,,27.45
1285,2025-08-13,4,,
4050,2025-09-18,2,,
2639,2025-11-14,9,,7.36
3484,2025-03-29,7,,45.65
102,2025-10-18,8,,77.12
1379,2025-02-06,2,,82.62
2725,2025-10-12,1,8.0,61.49
1774,2025-04-14,8,,
320,2025-09-25,7,4.0,86.98
2608,2025-10-06,5,,
4836,2025-06-23,11,,
4781,2025-11-02,9,,
250,2025-05-27,4,,10.37
2601,2025-03-16,1,,80.07
1857,2025-05-26,5,5.0,
777,2025-12-02,3,,89.72
4070,2025-03-11,2,7.0,
3406,2025-11-26,3,9.0,90.69
4830,2025-09-17,2,,
4735,2025-08-30,5,2.0,
3908,2025-06-01,9,,
3412,2025-10-26,1,,80.63
4407,2025-06-09,1,10.0,
3247,2025-11-29,8,7.0,9.06
1679,2025-07-07,2,,43.12
4004,2025-06-18,3,,
3080,2024-10-30,10,,66.88
2812,2025-10-01,11,,
2069,2025-02-27,8,,85.2
1072,2025-11-27,5,,17.59
585,2025-03-04,5,5.0,18.53
4413,2025-09-30,8,,12.05
3670,2025-11-02,7,,
2743,2025-11-18,7,,81.7
2448,2025-11-21,5,,75.47
4220,2025-11-19,7,,83.51
3686,2024-11-29,9,,33.05
1244,2025-10-20,2,,83.84
3562,2025-03-22,7,,
3440,2024-11-25,5,,53.83
2628,2025-08-29,11,,
723,2025-06-30,5,,11.28
3477,2025-11-13,4,,60.05
1291,2024-12-18,1,1.0,
3046,2025-07-20,1,,
2682,2024-06-01,1,,
2737,2025-01-03,11,,50.53
266,2025-07-05,2,,86.77
2144,2025-12-05,9,,
3664,2025-05-23,4,,
2266,2025-05-11,6,,
2408,2024-11-13,7,,8.75
4349,2025-01-22,9,4.0,
1632,2025-10-25,11,,
2712,2025-04-23,7,,65.65
2666,2025-09-19,9,9.0,3.04
2210,2025-09-13,11,6.0,25.34
789,2024-12-12,3,,
1205,2025-08-08,6,,
1475,2025-10-27,10,,
735,2025-11-10,6,,
1045,2025-05-20,8,,11.23
1194,2025-06-18,4,,
4814,2025-11-29,10,,
2424,2025-10-29,12,,42.14
3090,2025-06-16,9,,
4118,2025-07-24,12,,69.9
2024,2025-08-23,1,1.0,88.86
483,2025-10-31,1,,56.51
4360,2025-12-01,12,,54.84
3843,2025-10-14,5,,
2755,2024-12-27,6,3.0,
4912,2025-02-14,11,2.0,
2496,2025-05-29,8,,30.22
1355,2025-07-20,4,,22.98
4711,2025-09-07,4,,48.65
4246,2025-02-17,1,2.0,
178,2025-05-30,11,,
1455,2024-10-18,5,2.0,
4340,2024-10-21,6,,68.61
4906,2025-11-06,4,,33.16
4275,2025-05-19,10,9.0,13.23
3556,2025-11-09,11,,79.41
17,2024-10-09,2,,74.79
245,2025-12-01,3,4.0,
3612,2025-10-21,3,,96.48
2529,2025-04-08,1,4.0,
2120,2024-10-06,10,,53.43
4068,2025-11-24,11,,40.01
4551,2025-07-05,6,,
4789,2024-11-13,2,5.0,
723,2025-08-18,4,,66.56
3094,2025-06-21,1,,
3304,2025-06-17,3,,6.13
2167,2025-01-01,5,,75.45
2252,2024-08-26,1,,36.35
4876,2025-04-03,3,,
4610,2024-06-18,1,10.0,
4069,2025-09-04,6,,
1010,2025-08-15,6,,
2550,2025-10-29,1,,
1731,2025-10-15,2,1.0,
4530,2025-11-26,9,,29.44
4781,2025-11-10,9,2.0,
1650,2025-09-14,2,,97.44
2318,2025-08-05,5,,
2403,2024-12-28,11,,
2868,2025-07-01,12,7.0,3.1
1071,2025-09-03,8,5.0,97.38
1390,2024-12-18,5,,
149,2025-10-30,8,10.0,
784,2025-03-18,6,5.0,25.48
4410,2025-11-18,1,,
99,2025-10-17,9,1.0,4.66
922,2025-08-03,5,9.0,96.64
1519,2025-11-23,3,,24.64
2618,2025-09-15,6,,7.86
611,2024-09-14,4,,90.77
4040,2025-07-11,4,,
2290,2025-05-07,5,5.0,86.71
4165,2025-11-14,1,,13.19
445,2025-10-29,1,2.0,
1141,2024-04-13,6,10.0,45.32
3443,2025-10-14,1,6.0,86.73
3440,2024-07-14,12,8.0,82.55
3358,2025-11-27,9,,
3440,2025-03-16,9,,
1254,2023-12-18,6,,19.44
2147,2025-05-19,7,2.0,74.08
1413,2025-05-21,5,,5.55
4693,2025-09-09,6,3.0,21.14
1058,2025-10-23,4,,94.92
3766,2024-10-01,5,,32.99
1681,2025-01-17,7,,40.39
3164,2025-03-27,3,3.0,
2213,2025-11-22,8,,
1370,2025-03-06,4,,95.11
1689,2024-11-07,5,3.0,85.29
1367,2025-11-04,10,,97.47
1170,2025-08-17,10,7.0,
2953,2025-10-06,8,,62.79
3987,2025-11-04,5,,
425,2024-11-29,10,5.0,92.47
2098,2025-02-20,10,,90.69
4995,2025-10-05,7,10.0,
2913,2025-08-24,6,8.0,25.26
3118,2025-11-14,4,,95.54
756,2024-11-09,10,,
2459,2025-09-16,8,1.0,35.37
4664,2025-11-05,8,,
4656,2025-07-05,8,,
4098,2025-10-17,11,,
4057,2025-12-01,6,,
1040,2025-08-03,7,6.0,16.5
3738,2025-10-18,3,8.0,83.02
3938,2025-02-24,12,,
1479,2025-12-05,2,6.0,71.09
4830,2025-06-22,6,,15.45
3291,2025-03-23,8,,
588,2025-11-02,10,,51.46
3050,2025-11-08,2,,
567,2025-05-02,4,,
3185,2024-05-17,2,10.0,
2196,2025-04-05,11,,77.4
3572,2025-04-21,4,,87.81
2594,2025-04-20,5,,
455,2025-04-12,1,,
382,2025-08-03,3,,
333,2025-04-15,6,,38.42
786,2025-08-03,7,1.0,
1028,2025-11-01,1,,
106,2025-10-01,1,,
3427,2024-09-19,5,9.0,
4473,2025-11-14,11,,
769,2025-07-18,5,,
4897,2025-02-09,2,10.0,
4048,2024-03-16,3,,
178,2025-09-16,7,6.0,
3457,2025-01-22,5,5.0,93.8
109,2025-12-06,4,,
2594,2025-03-06,6,7.0,49.59
2072,2025-09-01,7,3.0,69.26
4975,2025-05-07,3,,52.41
183,2025-08-24,5,,94.32
4125,2024-09-11,5,,51.66
4811,2025-01-24,3,,99.01
4842,2025-11-06,5,,17.39
265,2025-02-03,7,,
4901,2025-03-03,2,9.0,68.68
2675,2024-10-15,12,,44.25
421,2025-11-24,3,,
659,2025-03-09,5,,
1408,2024-08-16,11,,
1033,2025-09-16,6,2.0,31.23
312,2025-05-09,5,,78.55
4967,2025-10-08,3,1.0,92.89
3525,2025-07-13,4,,
265,2025-07-08,2,,96.04
1924,2025-07-01,10,,43.67
2318,2025-08-08,12,1.0,
3843,2024-11-16,10,,58.74
3440,2025-01-06,6,,
4245,2024-08-27,6,,49.64
4781,2025-10-23,3,2.0,90.74
2127,2025-03-14,2,5.0,
153,2025-06-10,8,,
205,2024-10-08,11,7.0,
4804,2025-08-17,4,,
402,2025-10-31,5,,16.33
2274,2024-09-09,7,10.0,
2626,2025-01-26,1,,89.78
3165,2025-10-12,11,,20.52
633,2025-11-12,9,8.0,83.22
2917,2025-07-28,12,,
3416,2025-02-23,11,,33.1
637,2024-05-15,5,,
3056,2025-11-16,4,,85.36
4042,2024-04-27,9,2.0,84.12
4355,2025-08-19,2,,
689,2024-08-05,11,,
3621,2025-03-06,6,1.0,78.96
4771,2025-10-18,7,,40.11
3308,2025-11-10,9,,
1823,2024-03-12,10,5.0,52.47
2503,2025-06-08,8,,89.19
2815,2025-03-08,10,3.0,95.53
1822,2025-05-16,8,5.0,60.13
4394,2024-11-23,7,,50.7
2873,2025-11-08,7,,
1794,2025-01-19,2,,
324,2025-06-22,1,,92.46
2171,2025-11-13,4,,
401,2025-07-22,10,,
2266,2025-05-04,3,,5.55
1479,2025-12-04,9,,
4355,2025-03-25,5,1.0,12.08
4126,2025-09-30,7,,
2640,2024-12-05,7,,59.97
3628,2025-09-08,3,,80.99
2139,2025-09-05,7,,41.29
1730,2025-07-23,12,,7.81
1249,2025-03-19,2,5.0,78.46
4402,2025-11-18,9,,96.2
2812,2025-10-21,6,2.0,94.9
4329,2025-11-02,8,,
3120,2024-12-31,5,,
4711,2025-08-18,9,6.0,
2,2025-06-20,1,,5.27
1893,2024-07-20,8,10.0,84.17
567,2025-04-26,7,,
1871,2025-08-08,7,,59.25
1123,2024-03-23,1,8.0,24.93
736,2025-10-02,4,,97.27
4269,2024-03-10,7,,
1327,2025-12-05,9,,97.49
1943,2025-10-05,11,,
1031,2025-05-06,10,,5.19
2901,2025-06-15,1,,
109,2025-07-03,7,9.0,
1269,2025-04-03,10,5.0,91.96
1181,2025-06-21,9,,29.39
2383,2024-12-29,3,,72.83
4171,2025-04-21,1,,36.74
2680,2024-10-23,10,3.0,
81,2025-05-14,7,,57.09
1966,2025-08-11,6,5.0,7.17
1527,2025-07-28,10,,
2766,2025-06-01,12,,14.59
55,2025-11-28,2,2.0,72.66
2001,2025-09-27,1,3.0,15.36
2021,2025-05-13,10,,90.55
625,2025-05-11,2,,
2392,2025-03-18,1,,
873,2025-08-03,4,,
2647,2025-10-23,12,,84.21
3164,2024-02-21,1,4.0,
19,2024-08-25,12,,
3148,2025-02-23,3,2.0,87.99
3089,2024-12-11,7,,31.52
4793,2025-12-04,10,,30.38
2337,2025-12-05,2,,93.78
2548,2025-06-22,10,,21.3
3640,2025-02-15,8,,
689,2025-02-09,4,1.0,82.5
1803,2025-11-30,7,,
3407,2024-08-25,4,,
1515,2025-07-10,4,,24.75
468,2025-06-07,8,,
2087,2025-07-03,8,,61.34
4548,2025-02-03,3,,
4675,2025-03-04,12,,
1916,2025-11-23,5,,
3872,2025-12-01,6,,
1458,2024-06-03,4,,52.64
3717,2025-05-24,1,,71.72
1639,2025-04-27,7,,
4758,2025-03-21,9,,
1026,2025-06-16,4,,63.42
2791,2024-10-20,2,,
1438,2025-10-22,10,,45.55
4905,2025-08-19,4,,
1188,2025-05-16,7,7.0,
1315,2024-11-28,2,10.0,
2209,2025-06-01,5,,72.28
2355,2025-12-01,1,3.0,
1065,2025-11-14,1,2.0,
4414,2025-08-28,8,10.0,
938,2025-11-18,3,,
2643,2025-02-16,9,,
895,2025-08-13,6,4.0,37.67
4165,2025-11-13,2,,
3963,2025-07-28,12,,53.29
916,2025-07-02,3,10.0,71.83
3442,2025-06-21,3,,
871,2025-02-03,8,,
3910,2025-06-24,10,,30.38
801,2025-10-04,9,,78.71
3646,2025-06-15,2,,
1151,2024-08-19,11,,3.22
3325,2024-12-22,1,8.0,23.98
3124,2025-09-03,11,,51.23
577,2025-10-08,12,,68.64
1961,2025-06-04,4,,31.63
3037,2025-09-22,5,6.0,4.84
4031,2024-10-03,12,,
3898,2025-10-29,2,,
3646,2025-11-30,5,,52.62
321,2025-09-02,5,10.0,
4079,2025-11-23,12,5.0,
4012,2025-01-26,1,,
2495,2025-11-01,10,,
1072,2025-11-21,5,6.0,
2330,2025-12-01,9,2.0,
4636,2025-07-07,7,,67.09
2122,2025-03-04,10,5.0,97.59
715,2025-02-08,6,,
1487,2024-08-27,2,,64.4
4559,2025-04-24,1,8.0,
821,2025-11-02,4,5.0,36.26
2600,2025-06-30,2,,
4273,2025-07-29,5,,22.16
1428,2024-05-03,8,,86.06
2005,2025-12-01,7,3.0,94.54
3385,2025-11-20,1,10.0,
1617,2025-09-25,9,5.0,88.16
2193,2024-10-27,9,,
2951,2025-08-11,3,,53.26
945,2025-05-02,4,9.0,93.78
2237,2024-02-20,8,9.0,
3124,2025-01-07,1,,92.68
1525,2025-10-15,5,5.0,
1127,2025-09-12,7,,74.17
493,2025-05-11,9,4.0,
4165,2024-08-05,9,,
707,2024-01-23,11,,
1479,2025-05-06,1,,
1549,2023-12-25,6,,24.77
3044,2025-03-28,5,5.0,38.5
500,2025-07-17,11,,94.25
3369,2025-09-12,11,,53.91
3201,2025-10-20,8,1.0,78.72
99,2025-04-28,5,,
2088,2025-06-12,11,6.0,
4166,2025-07-31,9,,70.22
1302,2024-09-03,4,4.0,66.36
1269,2025-07-30,2,4.0,
86,2025-02-27,10,3.0,32.82
1384,2025-02-07,10,,
2168,2025-05-14,4,,69.51
1933,2025-02-15,11,1.0,
602,2024-12-23,12,,
375,2025-01-14,8,,99.95
1796,2025-05-30,1,9.0,
1527,2024-08-15,10,,
3650,2025-01-08,3,,98.49
1657,2025-12-02,2,6.0,
3585,2025-09-23,9,,56.1
1369,2025-10-13,6,,
4018,2025-10-08,3,,
847,2025-06-29,11,,68.8
1785,2024-08-27,8,,70.05
3120,2024-11-19,6,,78.7
4234,2025-12-01,8,,97.52
3610,2025-10-20,3,2.0,
3751,2025-02-16,5,,
205,2025-11-13,12,8.0,80.88
3728,2024-12-06,6,,65.67
2414,2025-12-06,8,,
3378,2025-08-28,12,,
3669,2025-05-24,11,6.0,64.74
821,2024-08-12,11,2.0,4.01
1806,2025-09-19,9,,
1789,2024-12-05,10,,50.47
4089,2024-07-24,11,,69.9
1981,2025-11-05,1,,82.34
228,2025-09-13,3,,
4443,2025-07-03,11,3.0,48.69
3510,2025-08-01,10,,
3902,2025-04-29,10,5.0,
4090,2025-11-23,11,,
4940,2024-11-09,7,,
1362,2025-06-08,5,,
1058,2025-11-06,12,,84.52
1210,2025-06-07,5,,
4019,2025-09-30,4,,94.6
3383,2025-10-14,9,,9.24
3737,2025-12-05,7,,33.37
2077,2025-10-29,1,9.0,58.85
718,2024-08-10,8,,
1025,2025-07-17,5,8.0,3.82
2727,2024-09-20,10,,42.27
2236,2025-09-06,6,,22.47
2835,2024-09-29,11,,
2431,2025-11-02,4,,
4003,2025-01-14,12,,40.4
112,2025-07-02,8,,
1885,2025-07-31,2,,
523,2025-06-22,3,3.0,1.31
3691,2025-04-01,8,,
2348,2025-04-15,1,6.0,
1484,2025-07-31,2,9.0,
2268,2025-11-13,12,,69.85
708,2025-04-12,11,,
4407,2025-03-31,12,,
4473,2024-12-08,11,2.0,
514,2025-06-14,3,5.0,
2087,2025-03-27,7,,10.83
3084,2024-04-12,7,10.0,
4180,2025-11-28,8,,14.37
3682,2025-11-27,7,,
1234,2025-11-27,6,6.0,
4417,2025-11-27,8,,86.0
3319,2025-02-15,10,6.0,66.42
2452,2025-06-25,4,,
3353,2025-07-21,2,2.0,
2693,2025-11-09,4,4.0,31.03
3431,2025-09-10,1,,88.15
4377,2024-08-23,7,,
1171,2024-09-08,9,2.0,15.92
936,2024-07-16,2,,
808,2025-08-16,12,,
983,2025-09-29,1,,26.67
131,2025-10-11,1,,
3094,2025-03-06,6,,
3646,2025-12-04,11,9.0,98.76
2868,2024-07-10,4,,45.95
454,2025-06-22,5,,
1893,2024-03-18,12,,32.58
2566,2025-11-02,9,6.0,
1776,2024-07-09,6,4.0,5.45
3768,2025-02-08,11,,5.54
2837,2025-01-10,7,,56.35
1637,2025-06-18,6,,80.54
1316,2025-10-23,12,,10.05
2404,2025-12-01,4,6.0,
4875,2025-11-02,7,,
2954,2025-07-10,5,,
4591,2025-05-12,2,,
332,2025-08-12,12,5.0,
644,2025-07-15,10,4.0,91.86
2636,2025-11-30,12,,6.88
4304,2024-08-08,2,9.0,91.77
2258,2025-01-07,11,,30.77
2946,2024-08-05,7,4.0,74.11
3116,2024-11-17,7,,99.87
2643,2025-10-24,5,,
2376,2025-05-04,9,6.0,47.51
2745,2025-06-01,3,,31.63
4351,2025-08-07,7,4.0,
4227,2025-10-28,2,,
1367,2025-11-13,4,3.0,44.57
2723,2025-10-06,8,,
3879,2024-08-26,3,4.0,
178,2025-05-11,10,4.0,78.96
3870,2025-02-25,8,,
4556,2025-07-02,1,,
4566,2025-07-11,6,,32.35
3181,2025-12-06,5,7.0,
2049,2025-09-28,4,,47.72
2178,2025-10-08,6,1.0,63.3
2791,2025-03-24,3,6.0,21.31
4013,2025-02-18,5,8.0,31.66
4717,2025-09-06,1,,
152,2025-10-01,12,,
3161,2025-10-29,5,,
556,2024-10-07,11,,
4478,2025-05-22,12,,45.04
3184,2025-12-02,4,4.0,
2890,2024-08-21,5,,
4115,2025-12-03,7,,
2314,2024-10-28,8,,59.26
2600,2024-06-29,3,,64.95
3270,2025-10-15,10,,60.0
3166,2024-10-05,2,,
2159,2025-02-24,11,4.0,
1414,2025-10-30,1,,
2636,2025-10-17,2,3.0,
900,2025-02-06,4,,
1709,2025-07-10,12,,96.27
1273,2025-11-21,8,10.0,86.23
105,2025-04-03,1,,
262,2025-10-27,7,,10.13
534,2024-09-18,8,3.0,46.09
601,2025-09-11,5,2.0,19.55
4269,2025-10-07,8,,
161,2025-05-17,10,,41.24
3334,2025-09-02,1,,
1305,2025-09-08,5,6.0,
1137,2025-08-17,3,,
2964,2025-01-06,5,,82.49
4788,2025-11-24,9,5.0,
253,2025-11-04,5,,
2984,2025-05-20,10,,
2651,2025-06-20,11,,99.17
4079,2025-07-25,6,,
4257,2025-08-15,1,5.0,62.27
2301,2025-12-04,12,3.0,
1157,2025-09-23,8,,
4784,2024-09-09,1,6.0,59.37
198,2025-10-09,7,10.0,83.45
1133,2025-01-01,10,,
4956,2025-09-04,3,,41.75
2144,2025-12-04,6,,36.31
1608,2025-02-15,11,,
376,2025-10-30,8,,9.59
2643,2025-05-08,9,,90.12
4639,2025-05-12,3,,
1936,2025-11-23,7,,
4365,2025-08-05,5,3.0,
3660,2024-02-23,2,1.0,
3042,2025-09-02,7,,17.98
3150,2024-05-04,12,5.0,25.95
702,2025-05-17,11,,95.9
2458,2025-01-18,5,7.0,40.42
310,2025-12-04,10,,
1629,2025-07-25,3,,19.81
2554,2025-04-19,1,,
1309,2025-01-16,9,,
2444,2025-05-08,7,,27.91
3993,2025-02-13,12,,63.03
701,2025-05-01,4,,
4502,2024-05-15,1,,
4992,2025-12-04,2,,50.57
4476,2025-02-15,10,,4.06
1318,2025-07-30,3,2.0,
871,2025-12-03,3,,
22,2025-10-10,12,1.0,45.73
802,2025-10-08,5,,57.84
323,2025-01-20,4,,54.36
54,2025-04-25,8,8.0,
4414,2025-05-28,12,,
4735,2025-06-13,3,,65.09
655,2025-06-08,3,2.0,
2270,2025-03-23,2,9.0,41.55
3572,2025-03-17,11,3.0,
4889,2025-04-21,8,,7.96
2277,2025-01-31,6,,16.14
2483,2025-10-23,6,,72.85
595,2025-06-27,7,,
2608,2025-10-16,9,9.0,
2333,2024-09-22,1,5.0,8.19
3818,2025-10-08,4,,43.13
36,2025-03-19,10,,
4864,2024-12-23,9,,63.0
684,2024-09-11,5,,31.94
686,2025-07-14,3,7.0,97.64
1401,2025-10-15,5,8.0,
4577,2024-11-19,7,,
4843,2025-11-27,11,,14.93
3644,2025-10-19,10,5.0,3.74
2680,2025-12-03,11,6.0,
1361,2025-02-27,11,,
4060,2024-09-18,5,,56.7
2227,2025-08-08,3,,77.18
1537,2025-11-23,12,,
93,2024-12-21,11,,91.82
3976,2025-11-14,8,,9.13
1272,2024-04-23,9,,48.1
3853,2025-10-26,1,5.0,
4757,2025-08-16,7,,92.38
36,2025-08-04,10,,82.97
4108,2025-12-04,5,,11.83
2226,2025-07-27,5,,68.62
1599,2025-09-15,8,,36.63
224,2025-11-10,4,6.0,
2864,2025-06-28,11,9.0,
271,2025-06-20,6,4.0,
1925,2025-08-27,4,,
914,2025-03-28,5,,
2798,2025-07-10,11,,
1174,2025-11-30,6,3.0,45.8
4829,2025-08-29,5,,18.57
1268,2024-09-08,10,4.0,91.53
3249,2025-10-02,1,,95.15
2322,2024-12-11,2,,8.2
3669,2025-06-10,5,,46.95
1198,2025-10-18,5,,75.7
4098,2024-08-06,10,10.0,
1201,2025-11-23,8,,58.8
457,2025-11-19,3,,92.07
4943,2025-08-11,10,,85.5
914,2025-10-29,6,,
3667,2025-01-30,9,,
3552,2025-05-25,11,,15.93
2951,2025-05-10,11,,10.99
4703,2025-07-30,1,,
1787,2025-10-26,4,3.0,
1395,2025-09-04,3,,
801,2024-07-22,3,9.0,62.06
2419,2025-05-26,3,6.0,
914,2025-06-19,6,,90.53
1759,2025-10-09,5,10.0,
1088,2025-05-01,4,,
4128,2025-11-24,4,,10.99
3640,2025-05-30,2,,80.51
4060,2025-11-05,12,,17.83
3334,2024-08-06,12,,85.73
4348,2024-06-16,9,,91.47
327,2025-07-01,3,4.0,
64,2024-12-08,2,1.0,
997,2025-11-18,12,,19.15
1199,2025-03-21,2,,
4013,2025-05-22,8,,60.29
1281,2024-05-01,1,,27.21
287,2025-12-04,1,,
29,2025-06-25,3,,89.41
1615,2025-05-29,2,,91.79
3193,2024-08-18,5,,
1887,2025-11-23,7,,51.82
3787,2025-03-06,9,,
863,2025-06-05,9,9.0,26.6
862,2025-04-16,1,,17.97
3420,2025-09-18,10,,
1866,2024-02-04,9,,35.76
3970,2025-11-28,8,,
3660,2025-05-20,6,6.0,
1367,2025-10-28,2,,42.48
2829,2024-10-04,4,,
4660,2025-06-08,6,,
1245,2025-02-15,12,3.0,73.95
2218,2025-12-04,9,,10.16
4168,2025-08-28,2,,
3503,2024-11-06,5,,
345,2025-04-27,7,,13.95
4036,2024-10-17,5,,
504,2025-03-18,5,8.0,
105,2025-04-15,11,8.0,42.65
